공시연도,대표학교코드,학교코드,학교명,본분교명,대학구분,학교종류,설립유형,설립구분,소재지유형,지역명,학교상태,기준년도,입학정원(학부),재학생수(학부),졸업생수(학부),전임교원수,연구비(교내),연구비(교외),대응자금(교내),대응자금(교외),교내 합계,교외 합계,전임교원 1인당 연구비(교내),전임교원 1인당 연구비(교외)
2025,0000046,0000048,가톨릭대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2024,173,912,101,1011,3777040,140204751,0,0,3777040,140204751,3735.9,138679.3
2025,0000046,0000049,가톨릭대학교,제3캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2024,50,197,31,15,80000,0,0,0,80000,0,5333.3,0
2025,0000050,0000050,감리교신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,192,564,170,24,109500,20000,0,0,109500,20000,4562.5,833.3
2025,0000079,0000079,강서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,277,1742,504,54,60149,257038,0,0,60149,257038,1113.9,4760
2025,0000052,0000052,건국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,3000,15960,3410,657,5744475,83512595,481333,288900,6225808,83801495,9476.1,127551.7
2025,0000056,0000058,경기대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2024,328,1841,477,31,52883,153875,0,0,52883,153875,1705.9,4963.7
2025,0000066,0000066,경희대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,4873,25573,5776,1395,14605633,166683251,2998224,563700,17603857,167246951,12619.3,119890.3
2025,0000069,0000069,고려대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,4142,21772,4206,1601,22181175,464860251,2189931,0,24371106,464860251,15222.4,290356.2
2025,0000074,0000074,광운대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,1823,8414,1970,307,3058038,44745320,617210,100000,3675248,44845320,11971.5,146076
2025,0000078,0000078,국민대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,2966,14502,3301,651,7091259,66915237,656774,230300,7748033,67145537,11901.7,103142.1
2025,0000099,0000099,덕성여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,1215,5566,1203,197,154000,5771398,97740,0,251740,5771398,1277.9,29296.4
2025,0000100,0000100,동국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,2836,13841,2987,686,3524488,84654246,2802186,372000,6326674,85026246,9222.6,123945
2025,0000102,0000102,동덕여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,1577,6392,1634,214,209500,4149238,0,0,209500,4149238,979,19389
2025,0000109,0000111,명지대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2024,1263,7530,1970,249,148000,3063909,0,0,148000,3063909,594.4,12304.9
2025,0000116,0000116,삼육대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,1157,5268,1284,190,256000,6379701,0,0,256000,6379701,1347.4,33577.4
2025,0000117,0000117,상명대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,1302,6267,1393,246,446000,30085088,400000,48000,846000,30133088,3439,122492.2
2025,0000120,0000120,서강대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,1602,8429,1736,410,4124850,69532414,1334677,117000,5459527,69649414,13315.9,169876.6
2025,0000121,0000121,서경대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,1309,6864,1457,250,310643,19442169,44000,0,354643,19442169,1418.6,77768.7
2025,0000036,0000036,서울과학기술대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2024,2227,10444,2230,430,4736372,55490271,284120,99553,5020492,55589824,11675.6,129278.7
2025,0000098,0000098,서울기독대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,136,1279,65,37,56000,99500,0,75000,56000,174500,1513.5,4716.2
2025,0000019,0000019,서울대학교,본교,대학,대학교,국공립,국립대법인,수도권,서울,기존,2024,3476,17279,3200,2369,38134856,665268757,343195,0,38478051,665268757,16242.3,280822.6
2025,0000040,0000040,서울시립대학교,본교,대학,대학교,국공립,공립,수도권,서울,기존,2024,1747,8949,1812,458,5900986,56593329,229170,297100,6130156,56890429,13384.6,124214.9
2025,0000126,0000126,서울여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,1612,7692,1367,224,502843,4676116,0,0,502843,4676116,2244.8,20875.5
2025,0000205,0000205,서울한영대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,180,778,136,27,15000,0,0,0,15000,0,555.6,0
2025,0000132,0000132,성공회대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,502,2234,444,80,45600,853994,26000,0,71600,853994,895,10674.9
2025,0000133,0000133,성균관대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,3555,19613,4256,1543,30555076,518911568,4814963,2283867,35370039,521195435,22922.9,337780.6
2025,0000136,0000136,성신여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,2060,9404,1939,324,1218000,8184073,81000,0,1299000,8184073,4009.3,25259.5
2025,0000138,0000138,세종대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,2564,13171,2616,590,1640551,83401522,3401752,0,5042303,83401522,8546.3,141358.5
2025,0000141,0000141,숙명여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,2160,10134,2336,419,1226000,32151345,615602,45000,1841602,32196345,4395.2,76840.9
2025,0000143,0000143,숭실대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,2675,14738,3021,528,4256861,36143460,709660,5000,4966521,36148460,9406.3,68463
2025,0000149,0000149,연세대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,3555,21005,4461,1820,25183795,490528560,5031864,2632662,30215659,493161222,16602,270967.7
2025,0000163,0000163,이화여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,3260,16452,3314,961,14111055,126426997,2417327,282208,16528382,126709205,17199.1,131851.4
2025,0000170,0000170,장로회신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,150,572,163,78,234495,264382,0,0,234495,264382,3006.3,3389.5
2025,0000175,0000175,중앙대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,3210,18637,4079,1049,12820049,154643074,2990629,0,15810678,154643074,15072.1,147419.5
2025,0000180,0000180,총신대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,307,1398,314,104,56800,2089324,0,0,56800,2089324,546.2,20089.7
2025,0000181,0000181,추계예술대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,250,1113,256,47,30000,0,0,36000,30000,36000,638.3,766
2025,0000191,0000191,한국성서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,228,972,203,41,61606,592898,0,104050,61606,696948,1502.6,16998.7
2025,0000192,0000192,한국외국어대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,3475,17101,3795,612,3389525,16589378,1009750,260000,4399275,16849378,7188.4,27531.7
2025,0000032,0000032,한국체육대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2024,535,2339,566,118,199215,1502976,0,0,199215,1502976,1688.3,12737.1
2025,0000200,0000200,한성대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,1498,7011,1579,282,1330900,6695485,0,0,1330900,6695485,4719.5,23742.9
2025,0000203,0000203,한양대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,2906,16432,3359,1141,9083092,282392234,6094919,0,15178011,282392234,13302.4,247495.4
2025,0000212,0000212,홍익대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2024,2371,12368,2708,532,4304932,28390649,140000,0,4444932,28390649,8355.1,53365.9
2024,0000046,0000048,가톨릭대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2023,173,470,164,1009,3835095,131722380,140000,0,3975095,131722380,3939.6,130547.5
2024,0000046,0000049,가톨릭대학교,제3캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2023,50,219,45,16,77000,4800,0,0,77000,4800,4812.5,300
2024,0000050,0000050,감리교신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,192,582,171,25,123000,20000,0,0,123000,20000,4920,800
2024,0000079,0000079,강서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,277,1707,235,55,57300,477726,0,0,57300,477726,1041.8,8685.9
2024,0000052,0000052,건국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,3000,15491,3472,645,4915325,96444526,190871,0,5106196,96444526,7916.6,149526.4
2024,0000056,0000058,경기대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2023,328,1914,450,28,30735,128400,0,0,30735,128400,1097.7,4585.7
2024,0000066,0000066,경희대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,4840,25048,6161,1378,13087387,166541636,3052415,632700,16139802,167174336,11712.5,121316.6
2024,0000069,0000069,고려대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,3992,20582,4219,1556,23331766,462750269,1869377,0,25201143,462750269,16196.1,297397.3
2024,0000074,0000074,광운대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,1816,8392,1901,320,2153059,50131371,1072237,130000,3225296,50261371,10079.1,157066.8
2024,0000078,0000078,국민대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,2966,14486,3367,639,6048150,73863218,909200,200500,6957350,74063718,10887.9,115905.7
2024,0000099,0000099,덕성여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,1175,5357,1287,200,338000,7026851,83000,0,421000,7026851,2105,35134.3
2024,0000100,0000100,동국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,2823,13559,3143,684,3561143,84956241,2406261,525205,5967404,85481446,8724.3,124972.9
2024,0000102,0000102,동덕여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,1577,6996,1543,225,235000,4234639,0,0,235000,4234639,1044.4,18820.6
2024,0000109,0000111,명지대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2023,1263,7410,1885,240,125500,2585182,0,2500,125500,2587682,522.9,10782
2024,0000116,0000116,삼육대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,1157,5214,1300,209,272500,7702229,0,0,272500,7702229,1303.8,36852.8
2024,0000117,0000117,상명대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,1302,6152,1387,256,450500,32091045,400000,22000,850500,32113045,3322.3,125441.6
2024,0000120,0000120,서강대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,1602,8193,1718,406,4993822,62519034,1096162,117000,6089984,62636034,15000,154275.9
2024,0000121,0000121,서경대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,1309,6708,1517,253,409691,17101983,39200,0,448891,17101983,1774.3,67596.8
2024,0000036,0000036,서울과학기술대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2023,2177,10126,2285,432,3024965,59521995,350000,80499,3374965,59602494,7812.4,137968.7
2024,0000098,0000098,서울기독대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,136,642,77,30,0,60000,0,0,0,60000,0,2000
2024,0000019,0000019,서울대학교,본교,대학,대학교,국공립,국립대법인,수도권,서울,기존,2023,3451,16359,3188,2344,41004869,693091233,100000,0,41104869,693091233,17536.2,295687.4
2024,0000040,0000040,서울시립대학교,본교,대학,대학교,국공립,공립,수도권,서울,기존,2023,1747,8796,1826,461,5379270,56929931,212460,180800,5591730,57110731,12129.6,123884.4
2024,0000126,0000126,서울여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,1636,7207,1410,231,446129,8750181,34000,0,480129,8750181,2078.5,37879.6
2024,0000205,0000205,서울한영대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,180,594,148,29,15000,22987,0,0,15000,22987,517.2,792.7
2024,0000132,0000132,성공회대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,502,2041,410,83,37400,1805633,26000,0,63400,1805633,763.9,21754.6
2024,0000133,0000133,성균관대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,3447,19132,4124,1529,31066810,500822228,5435645,2703640,36502455,503525868,23873.4,329317.1
2024,0000136,0000136,성신여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,2060,9254,1880,321,887400,9498932,149000,0,1036400,9498932,3228.7,29591.7
2024,0000138,0000138,세종대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,2495,12641,2656,575,2867520,94107913,3087817,385801,5955337,94493714,10357.1,164336.9
2024,0000141,0000141,숙명여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,2170,10219,2220,415,929000,30646455,822395,52800,1751395,30699255,4220.2,73974.1
2024,0000143,0000143,숭실대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,2675,14517,3037,492,3791220,46580541,1123000,80000,4914220,46660541,9988.3,94838.5
2024,0000149,0000149,연세대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,3495,20066,4204,1786,26171618,507178672,2587178,1469976,28758796,508648648,16102.3,284797.7
2024,0000163,0000163,이화여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,3197,15933,3201,969,14959494,128755209,2958375,279810,17917869,129035019,18491.1,133163.1
2024,0000170,0000170,장로회신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,150,599,147,79,247500,262250,0,0,247500,262250,3132.9,3319.6
2024,0000175,0000175,중앙대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,3210,18270,4073,1016,12621189,136338975,2893511,13853040,15514700,150192015,15270.4,147826.8
2024,0000180,0000180,총신대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,307,1389,348,112,67700,2265500,0,0,67700,2265500,604.5,20227.7
2024,0000181,0000181,추계예술대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,250,1098,271,49,15000,192000,3000,5000,18000,197000,367.3,4020.4
2024,0000191,0000191,한국성서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,223,974,238,44,63325,377527,1000,0,64325,377527,1461.9,8580.2
2024,0000192,0000192,한국외국어대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,3475,16805,3729,620,3489335,17855950,1026000,250000,4515335,18105950,7282.8,29203.1
2024,0000032,0000032,한국체육대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2023,535,2372,596,121,188046,5863172,0,0,188046,5863172,1554.1,48456
2024,0000200,0000200,한성대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,1498,7024,1463,270,1137900,7555701,0,0,1137900,7555701,4214.4,27984.1
2024,0000203,0000203,한양대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,2906,15870,3391,1142,8401798,267073286,3787444,0,12189242,267073286,10673.6,233864.5
2024,0000212,0000212,홍익대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2023,2421,12183,2643,509,4288500,28628063,25600,0,4314100,28628063,8475.6,56243.7
2023,0000046,0000049,가톨릭대학교,제3캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2022,50,200,39,17,60000,4800,0,0,60000,4800,3529.4,282.4
2023,0000046,0000048,가톨릭대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2022,173,903,178,981,3912514,119024158,301500,98650,4214014,119122808,4295.6,121430
2023,0000050,0000050,감리교신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,192,604,159,26,120000,0,0,0,120000,0,4615.4,0
2023,0000079,0000079,강서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,277,1644,251,53,59100,308327,0,0,59100,308327,1115.1,5817.5
2023,0000052,0000052,건국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,3000,15688,3412,623,2685000,83880765,252965,133400,2937965,84014165,4715.8,134854.2
2023,0000056,0000058,경기대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2022,328,2103,437,30,23835,158982,0,0,23835,158982,794.5,5299.4
2023,0000066,0000066,경희대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,4830,25960,6247,1396,11157680,171814091,2718666,827050,13876346,172641141,9940.1,123668.4
2023,0000069,0000069,고려대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,3884,20373,4391,1525,21543666,442601453,2085626,0,23629292,442601453,15494.6,290230.5
2023,0000074,0000074,광운대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,1684,8447,1913,323,2196361,42880601,1065034,86000,3261395,42966601,10097.2,133023.5
2023,0000078,0000078,국민대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,2966,14799,3518,663,2569067,76914622,911100,232300,3480167,77146922,5249.1,116360.4
2023,0000099,0000099,덕성여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,1120,5385,1411,209,313400,7492321,83000,0,396400,7492321,1896.7,35848.4
2023,0000100,0000100,동국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,2778,13416,3488,681,3546752,78490633,2015846,385880,5562598,78876513,8168.3,115824.5
2023,0000102,0000102,동덕여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,1577,6981,1564,223,219000,3163533,0,0,219000,3163533,982.1,14186.2
2023,0000109,0000111,명지대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2022,1263,7674,1992,240,91500,2397997,0,0,91500,2397997,381.3,9991.7
2023,0000116,0000116,삼육대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,1137,5445,1286,215,221250,7664500,0,0,221250,7664500,1029.1,35648.8
2023,0000117,0000117,상명대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,1379,6322,1462,266,511000,36031205,630000,0,1141000,36031205,4289.5,135455.7
2023,0000120,0000120,서강대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,1602,8100,1886,413,4139811,58244508,393500,70000,4533311,58314508,10976.5,141197.4
2023,0000121,0000121,서경대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,1309,6660,1362,255,241138,14633010,20000,0,261138,14633010,1024.1,57384.4
2023,0000036,0000036,서울과학기술대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2022,2148,10115,2163,419,3045335,53466207,460000,73518,3505335,53539725,8366,127779.8
2023,0000098,0000098,서울기독대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,136,413,95,27,0,40600,0,0,0,40600,0,1503.7
2023,0000019,0000019,서울대학교,본교,대학,대학교,국공립,국립대법인,수도권,서울,기존,2022,3233,16662,3113,2308,30425876,648070800,100000,0,30525876,648070800,13226.1,280793.2
2023,0000040,0000040,서울시립대학교,본교,대학,대학교,국공립,공립,수도권,서울,기존,2022,1727,8697,1951,450,5159640,52869686,214000,117500,5373640,52987186,11941.4,117749.3
2023,0000126,0000126,서울여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,1670,7018,1516,232,407200,10308085,35000,0,442200,10308085,1906,44431.4
2023,0000205,0000205,서울한영대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,180,623,143,33,21000,29122,0,0,21000,29122,636.4,882.5
2023,0000132,0000132,성공회대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,502,2038,382,82,34800,2279349,26000,0,60800,2279349,741.5,27796.9
2023,0000133,0000133,성균관대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,3335,19487,4122,1520,26592238,485485024,6205705,4877137,32797943,490362161,21577.6,322606.7
2023,0000136,0000136,성신여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,2195,9229,1979,312,591000,9129619,121000,0,712000,9129619,2282.1,29261.6
2023,0000138,0000138,세종대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,2360,12414,2698,555,1794758,83872892,2037925,406298,3832683,84279190,6905.7,151854.4
2023,0000141,0000141,숙명여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,2180,10348,2180,422,1239583,29107522,607011,60600,1846594,29168122,4375.8,69118.8
2023,0000143,0000143,숭실대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,2700,14411,3087,507,4229013,46368941,1383000,300000,5612013,46668941,11069.1,92049.2
2023,0000149,0000149,연세대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,3471,20335,4030,1746,26128524,502430120,2483732,1467000,28612256,503897120,16387.3,288600.9
2023,0000163,0000163,이화여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,3167,15940,3403,981,13410572,126136873,2436210,40000,15846782,126176873,16153.7,128620.7
2023,0000170,0000170,장로회신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,150,616,169,80,245500,291119,0,0,245500,291119,3068.8,3639
2023,0000175,0000175,중앙대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,3250,18742,4144,997,11149494,145973688,3394864,12930876,14544358,158904564,14588.1,159382.7
2023,0000180,0000180,총신대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,307,1374,401,120,69900,1142243,0,0,69900,1142243,582.5,9518.7
2023,0000181,0000181,추계예술대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,250,1110,262,53,138044,141954,0,0,138044,141954,2604.6,2678.4
2023,0000191,0000191,한국성서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,223,1014,213,44,71600,230141,1000,0,72600,230141,1650,5230.5
2023,0000192,0000192,한국외국어대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,3377,16740,3889,633,3071780,18953179,1019250,274000,4091030,19227179,6462.9,30374.7
2023,0000032,0000032,한국체육대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2022,535,2410,547,118,200000,3008248,0,0,200000,3008248,1694.9,25493.6
2023,0000200,0000200,한성대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,1458,6941,1548,265,1139480,8276681,0,0,1139480,8276681,4299.9,31232.8
2023,0000203,0000203,한양대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,2906,16531,3559,1150,14437242,269050222,5561284,1386189,19998526,270436411,17390,235162.1
2023,0000212,0000212,홍익대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2022,2421,12365,2888,533,4540287,26979749,225600,40000,4765887,27019749,8941.6,50693.7
2022,0000046,0000048,가톨릭대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2021,173,913,179,931,3994860,122291832,281500,111458,4276360,122403290,4593.3,131475.1
2022,0000046,0000049,가톨릭대학교,제3캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2021,50,216,39,15,70000,0,0,0,70000,0,4666.7,0
2022,0000050,0000050,감리교신학대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,200,635,187,26,85000,0,0,0,85000,0,3269.2,0
2022,0000079,0000079,강서대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,277,1560,318,53,32500,277732,0,0,32500,277732,613.2,5240.2
2022,0000052,0000052,건국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,3000,15343,3863,627,4601091,95251882,321798,330965,4922889,95582847,7851.5,152444.7
2022,0000056,0000058,경기대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2021,328,2010,434,36,32841,652711,15000,1500,47841,654211,1328.9,18172.5
2022,0000066,0000066,경희대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,4830,25998,6514,1360,9950008,160749408,1550215,535000,11500223,161284408,8456,118591.5
2022,0000069,0000069,고려대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,3889,19597,4905,1511,22915180,414272363,2050095,0,24965275,414272363,16522.4,274171
2022,0000074,0000074,광운대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,1684,8496,1802,329,2055602,38944363,1241365,0,3296967,38944363,10021.2,118371.9
2022,0000078,0000078,국민대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,2966,14562,3930,668,1463302,70532503,1692334,152300,3155636,70684803,4724,105815.6
2022,0000099,0000099,덕성여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,1120,5269,1487,213,375000,4977922,60000,0,435000,4977922,2042.3,23370.5
2022,0000100,0000100,동국대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,2778,13270,3297,694,2741665,74498839,2705019,277850,5446684,74776689,7848.2,107747.4
2022,0000102,0000102,동덕여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,1577,6834,1666,233,212000,1590870,0,0,212000,1590870,909.9,6827.8
2022,0000109,0000111,명지대학교,제2캠퍼스,대학,대학교,사립,사립,수도권,서울,기존,2021,1263,7613,2119,244,143500,2991617,0,0,143500,2991617,588.1,12260.7
2022,0000116,0000116,삼육대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,1137,5332,1297,215,387500,5444453,0,0,387500,5444453,1802.3,25323
2022,0000117,0000117,상명대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,1379,6305,1535,266,505000,31808579,638000,1707,1143000,31810286,4297,119587.5
2022,0000120,0000120,서강대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,1574,7974,1969,400,2885881,53308625,372400,113150,3258281,53421775,8145.7,133554.4
2022,0000121,0000121,서경대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,1269,6510,1383,251,259961,8689051,0,0,259961,8689051,1035.7,34617.7
2022,0000036,0000036,서울과학기술대학교,본교,대학,대학교,국공립,국립,수도권,서울,기존,2021,2157,10064,2481,410,3219747,46410265,415500,99434,3635247,46509699,8866.5,113438.3
2022,0000098,0000098,서울기독대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,136,403,79,29,0,13000,0,20000,0,33000,0,1137.9
2022,0000019,0000019,서울대학교,본교,대학,대학교,국공립,국립대법인,수도권,서울,기존,2021,3233,15870,3330,2278,27102791,599091726,100000,0,27202791,599091726,11941.5,262990.2
2022,0000040,0000040,서울시립대학교,본교,대학,대학교,국공립,공립,수도권,서울,기존,2021,1737,8674,2064,447,4466907,48771487,200551,55000,4667458,48826487,10441.7,109231.5
2022,0000126,0000126,서울여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,1645,7008,1685,232,518890,8787965,33000,6000,551890,8793965,2378.8,37905
2022,0000205,0000205,서울한영대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,180,655,145,33,50000,44040,0,0,50000,44040,1515.2,1334.5
2022,0000132,0000132,성공회대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,502,1931,460,88,36400,1789513,37250,0,73650,1789513,836.9,20335.4
2022,0000133,0000133,성균관대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,3335,18298,4664,1525,26379653,409635762,7035815,2979228,33415468,412614990,21911.8,270567.2
2022,0000136,0000136,성신여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,2232,8873,2346,326,1063380,7819232,67000,0,1130380,7819232,3467.4,23985.4
2022,0000138,0000138,세종대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,2400,11688,2853,550,1778125,80719186,1394494,314845,3172619,81034031,5768.4,147334.6
2022,0000141,0000141,숙명여자대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,2150,9830,2588,432,917250,28990144,459706,7800,1376956,28997944,3187.4,67124.9
2022,0000143,0000143,숭실대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,2700,13864,3346,510,3614823,47583247,2801652,113800,6416475,47697047,12581.3,93523.6
2022,0000149,0000149,연세대학교,본교,대학,대학교,사립,사립,수도권,서울,기존,2021,3457,19239,4351,1731,24230237,470855735,1898563,3207879,26128800,474063614,15094.6,273866.9
